주관기관,전화번호,홈페이지주소
비사벌문화제전회,055-532-0993,NULL
비아마을 축제 추진위원회,NULL,NULL
사)금헌류방택기념사업회,041-661-8009,http://www.ryubangtaek.org
사)달성문화선양회,053-661-2177,NULL
사)대가야체험축제추진위원회,054-950-6424,http://fest.daegaya.net
사)무주반딧불축제제전위원회,063-320-2537,http://www.firefly.or.kr
사)용전들노래보존회,062-410-6618,NULL
사)용전들노래보존회,062-410-6618,NULL
사)장수한우랑사과랑축제추진위원회,063-350-5447,http://www.jangsufestival.com
사)희망지킴이 천사운동본부,031-861-1004,http://www.hope1004.org
사단법인 서귀포시관광협의회,064-739-7201,http://cafe.daum.net/winterseaswim
사단법인 섬아트제주,064-739-3373,https://www.artjejukorea.com/
사단법인제천국제음악영화제,02-925-2243,http://www.jimff.org
㈔대구국제뮤지컬페스티벌,053-622-1945,https://dimf.or.kr/
사량면주민자치위원회,055-650-3620,NULL
사상문화원,051-310-4064,http://www.sasangculture.or.kr/
사상문화원,051-310-4064,http://www.sasangculture.or.kr/
사선문화제전위원회,063-643-3988,NULL
사천시농업한마당축제 추진위원회,055-831-3761,NULL
산내면발전협의회,063-620-4705,http://www.namwon.go.kr/tour/index.do
산내발전협의회,063-620-4705,http://www.namwon.go.kr/tour/index.do
산림문화체험 사려니숲길위원회,064-750-2291,http://www.facebook.com/saryeoni/
산양리 3.1 동지회,054-480-7306,NULL
산지천축제위원회,064-728-4655,NULL
산청문화원,055-970-6401,http://www.sancheong.go.kr
산청불교사암연합회,055-970-6401,http://www.sancheong.go.kr
산청한방약초축제위원회,055-970-6602,http://www.sancheong.go.kr
산청황매산철쭉위원회,055-970-7201,http://www.sancheong.go.kr
삼길포축제위원회,041-660-2069,http://www.samgilpo.com
삼길포축제위원회,070-7371-0846,http://www.samgilpo.com
삼락동,051-310-3002,NULL
삼양동연합청년회,064-728-4713,NULL
삼칠민속줄다리기위원회,055-587-2737,NULL
상서개암동벚꽃축제추진위원회,063-580-4778,NULL
상월명품고구마축제추진위원회,041-746-8673,NULL
상주면연합청년회,NULL,http://tour.namhae.go.kr/main.web
상주면연합청년회,NULL,http://tour.namhae.go.kr/main.web
상패동주민자치위원회,031-860-3180,http://www.ddc.go.kr
생거진천문화축제추진위원회,043-533-2744,http://www.jincheon.go.kr
생초면체육회,055-970-8151,http://www.sancheong.go.kr
서구문화원,053-663-2181,http://www.dgs.go.kr/tour/
서구청,053-663-2181,http://www.dgs.go.kr/tour/
서구축제추진위원회,042-288-2714,http://www.seogu.go.kr/sorg/content.do?mnucd=SGMENU0500127
서귀포시,064-739-9701,http://culture.seogwipo.go.kr/astronomy/
서귀포시,064-760-2652,NULL
서귀포칠십리축제조직위원회,064-760-3946,www.i70ni.com
서면개발위원회,041-950-4256,http://tour.seocheon.go.kr
서면개발위원회,041-950-4019,http://tour.seocheon.go.kr
서면개발위원회,041-950-4256,http://tour.seocheon.go.kr
서산6쪽마늘축제추진위원회,041-660-2435,http://www.seosan.go.kr/tour
서산갯마을뻘낙지축제위원회,041-660-2069,http://www.seosan.go.kr/tour
서산갯마을뻘낙지축제위원회,NULL,NULL
서산국화축제추진위원회,041-660-3935,http://gukhwaou.blog.me/
서산국화축제추진위원회,041-660-3935,http://gukhwaou.blog.me/
서산해미읍성역사체험축제추진위원회,041-660-2498,http://www.haemifest.com/
서산해미읍성축제추진위원회,041-660-2679,http://www.haemifest.com/
서울동화축제위원회,02-450-7596,http://www.fairytalefestival.org
서울신학대학교,032-625-3115,http://www.marubusking.com/
서울특별시 강남구,02-3423-5543,https://kpopcon.net
서울특별시 강북구 관내 3종교연합,02-901-6207,www.gangbuk.go.kr
서울특별시 강북구청,02-901-6207,www.gangbuk.go.kr
서울특별시 강서구청,02-2600-6455,http://www.gangseo.seoul.kr/site/munhwa/index.jsp
서울특별시 광진구청,02-450-7591,NULL
서울특별시 광진구청,02-450-7584,NULL
서울특별시 동대문문화원,02-2127-4158,NULL
서울특별시 서대문구,02-330-1410,http://blog.naver.com/xmasfest
서울특별시 서대문독립민주축제추진위원회,02-330-1410,https://blog.naver.com/sidfest
서울특별시 성동구청,02-2286-5203,www.sd.go.kr
서울특별시 성동구청,02-2286-5203,www.sd.go.kr
서울특별시 성동구청,02-2286-5203,www.sd.go.kr
서울특별시 송파구,02-2147-2800,http://culture.songpa.go.kr/user.kdf?a=songpa.menu.MenuApp&c=1001&cate_id=AM0201002000
서울특별시 양천문화원,02-2651-5300,http://www.yangcheon.go.kr
서홍동청소년지도협의회,064-760-4725,www.i70ni.com
선산읍 체육회,054-480-7013,NULL
선주원남동남여새마을지도자협의회,054-480-7505,NULL
설성문화제 기획실무위원회,043-872-4084,NULL
설성문화제기획실무위원회,043-872-4084,http://eumseong.kccf.or.kr
섬진강다슬기축제위원회,063-640-2313,NULL
성남동,NULL,NULL
성동문화재단,02-2286-5203,www.sd.go.kr
성주군 축제추진위원회,054-930-6763,http://sjlife.kr/
성환청년회의소,041-581-1771,NULL
성환청년회의소(041-581-1771),NULL,NULL
세계자연유산 거문오름국제트레킹 위원회,064-750-2523,NULL
세종문화재연구원,053-667-2191,http://www.dalseo.daegu.kr
세종특별자치시,NULL,NULL
세종특별자치시,NULL,NULL
센텀시티배리어프리존 운영위원회,051-749-9510,http://kcmf.or.kr/comc/busan/
소백산철쭉제추진위원회,043-420-2562,http://www.sobaeksan.org
소백산철쭉제추진위원회,043-420-2552,http://www.sobaeksan.or.kr
소하도서관 청소년수련관,02-2680-0926,http://www.gmlib.or.kr/soha
속리산 신화여행축제 추진위원회,043-540-3372,http://www.tourboeun.go.kr/prog/tursmCn/tour/sub02_01_01/view.do?cntno=29(보은군 관광홈페이지)
송정축제조직위원회,051-749-4062,http://tour.haeundae.go.kr
수국축제추진위원회,051-419-4062,http://www.yeongdo.go.kr/main.web
수성구 보건소,053-666-3124,http://suseong.kr
수성문화원,053-768-0002,http://www.suseong.or.kr
수성문화원,053-768-0002,http://www.suseong.or.kr
수영구축제위원회,051-610-4062,http://www.suyeong.go.kr/eobang/
수원시 도서관사업소,031-228-4802,NULL
수원시 도서관사업소,031-228-4802,NULL
수정구청 가정복지과,NULL,NULL
수진2동,NULL,NULL
순창군,063-652-9301,http://www.jangfestival.co.kr
순천시 관광과,061-749-5795,http://scfafestival.com
스마일원신흥축제추진위원회,042-601-6914,NULL
스테핑스톤페스티벌 조직위,064-752-2225,NULL
시래기축제집행위원회,033-480-2230,http://ygfestival.kr/
시즌글라스 코리아,02-6246-4848,https://blog.naver.com/farmgreen
시청자미디어재단 강원시청자미디어센터,033-240-2310,http://kcmf.or.kr/comc/gangwon/
시청자미디어재단 강원시청자미디어센터,033-240-2310,http://kcmf.or.kr/comc/gangwon/
시청자미디어재단 강원시청자미디어센터,033-240-2310,http://kcmf.or.kr/comc/gangwon/
시청자미디어재단 광주시청자미디어센터,062-650-0333,https://kcmf.or.kr/comc/gwangju/
시청자미디어재단 광주시청자미디어센터,062-650-0336,https://kcmf.or.kr/comc/gwangju/
시청자미디어재단 광주시청자미디어센터,062-650-0332,http://kcmf.or.kr/comc/gwangju/
시청자미디어재단 광주시청자미디어센터,062-650-0324,https://kcmf.or.kr/comc/gwangju/
시청자미디어재단 광주시청자미디어센터,062-650-0334,https://kcmf.or.kr/comc/gwangju/
시청자미디어재단 광주시청자미디어센터,062-650-0324,https://kcmf.or.kr/comc/gwangju/
시청자미디어재단 광주시청자미디어센터,062-650-0336,https://kcmf.or.kr/comc/gwangju/
시청자미디어재단 대전시청자미디어센터,042-865-3700,http://kcmf.or.kr/comc/daejeon/
시청자미디어재단 대전시청자미디어센터,042-865-3700,http://kcmf.or.kr/comc/daejeon/
시청자미디어재단 대전시청자미디어센터,042-865-3700,http://kcmf.or.kr/comc/daejeon/
시청자미디어재단 부산시청자미디어센터,051-749-9522,http://kcmf.or.kr/comc/busan/
시청자미디어재단 부산시청자미디어센터,051-749-9522,http://kcmf.or.kr/comc/busan/
시청자미디어재단 부산시청자미디어센터,051-749-9522,http://kcmf.or.kr/comc/busan/
시청자미디어재단 부산시청자미디어센터,051-749-9522,http://kcmf.or.kr/comc/busan/
시청자미디어재단 서울시청자미디어센터,052-960-7024,http://kcmf.or.kr/comc/ulsan/
시청자미디어재단 서울시청자미디어센터,02-922-9974,http://kcmf.or.kr/comc/seoul/
시청자미디어재단 울산시청자미디어센터,052-960-7023,http://kcmf.or.kr/comc/ulsan/
시청자미디어재단 울산시청자미디어센터,052-960-7023,http://kcmf.or.kr/comc/ulsan/
시청자미디어재단 울산시청자미디어센터,052-960-7023,http://kcmf.or.kr/comc/ulsan/
시청자미디어재단 울산시청자미디어센터,052-960-7023,http://kcmf.or.kr/comc/ulsan/
신(神) 축제 추진위원회,043-540-3754,http://www.tourboeun.go.kr/prog/tursmCn/tour/sub02_01_03/view.do?cntno=28
신년맞이행사 추진위원회,055-639-6751,NULL
신성동마을축제추진위원회,042-601-6788,NULL
신안군,061-240-8684,www.tour.shinan.go.kr
신안튤립축제추진위원회,061-240-4041,www.tour.shinan.go.kr
신창동 마을축제 추진위원회,NULL,NULL
심훈상록문화제 집행위원회,041-357-4151,http://www.djsangnok.org
안동문화원,054-859-0825,www.adcc.or.kr
안동축제관광재단,054-841-6398,www.maskdance.com
안동축제관광재단,054-841-6398,www.tourandong.com
안동축제관광재단,054-841-6398,www.binggo.org
안산문화재단,031-481-4030,http://www.ansanfset.com
안산시,031-481-4030,http://www.ansanfset.com
안산시,031-481-3298,NULL
안산시,031-481-2317,http://www.grandcoteau.co.kr/
안산시,031-481-2317,https://tourinfo.ansan.go.kr/main.do
안산시,031-481-3059,https://tourinfo.ansan.go.kr/main.do
안산시,031-412-1763,www.ansanyouth.or.kr
안산시,031-481-3298,NULL
안산시,031-481-3040,http://choiyongsin.iansan.net
안산시,031-481-3040,http://choiyongsin.iansan.net
안산시,031-481-3040,http://choiyongsin.iansan.net
안산시,031-412-1763,www.ansanyouth.or.kr
안산시,031-412-1763,www.ansanyouth.or.kr
안산시,031-412-1763,www.ansanyouth.or.kr
안산시,031-412-1763,www.ansanyouth.or.kr
안산시,031-412-1763,www.ansanyouth.or.kr
안산중앙도서관,031-481-3862,http://lib.ansan.go.kr
안산중앙도서관,031-481-3862,http://lib.iansan.net
안산청소년수련관,031-481-3517,NULL
안성맞춤남사당바우덕이축제위원회,031-678-2512,www.anseong.go.kr
안심백인청년회,053-962-2345,http://ansim100in.com/
안흥찐빵축제위원회,033-340-2703,NULL
양구문화원,033-480-2510,http://www.ygtour.kr/
양록제집행위원회,033-480-2230,http://www.ygtour.kr/
양산삽량문화축전추진위원회,055-392-2547,http://www.yangsanfes.com/
양산웅상회야제추진위원회,055-392-2547,http://www.yangsanfes.com/
양양군축제위원회,033-670-2207,http://festival.yangyang.go.kr/site/songi_festival/index.jsp
양양군축제위원회,033-670-2724,http://festival.yangyang.go.kr/site/salmon_festival/index.jsp
양양문화제위원회,033-670-2728,http://festival.yangyang.go.kr/site/hyunsan_festival/index.jsp
양주시,031-8082-5655,https://www.yangju.go.kr/festival/index.do
양지암축제추진위원회,055-639-6793,NULL
양촌곶감축제추진위원회,041-746-8795,http://www.nonsan.go.kr/tour/html/sub03/03010703.html
양평문화원,031-774-3866,NULL
여수거북선축제보존회 축제위원회,061-659-4742,http://geobukseonfestival.yeosu.go.kr
여수마칭페스티벌추진위원회,NULL,NULL
여수밤바다불꽃축제추진위원회,061-659-4743,http://tour.yeosu.go.kr/ysff/
여수여자만갯벌노을체험행사추진위원회,061-659-1091,http://www.ystour.kr/kr/festival/
여수영취산진달래축제추진위원회,061-659-4743,http://www.ystour.kr/kr/festival/
여수향일암일출기원한마당 추진위원회,061-659-4742,http://www.ystour.kr/kr/festival/
연산백중놀이보존회,041-734-1576,NULL
연수구,032-749-7302,http://www.neungheodaefestival.or.kr/
연제구 축제추진위원회,051-665-4062,NULL
연포해수욕장번영회,041-670-2768,NULL
연풍면 축제추진위원회,043-830-2472,NULL
연호마을축제위원회,061-535-1092,www.haenam.go.kr
영광 불갑산상사화축제 추진위원회,061-350-5473,http://상사화축제.com
영덕군관광진흥협의회,054-730-6393,www.yd.go.kr
영덕대게축제추진위원회,054-730-6393,ydcrabfestival.com
영도구룡축제추진위원회,051-419-4852,http://www.yeongdo.go.kr/main.web
영도문화원,051-419-4062,https://korean.visitkorea.or.kr/detail/content_view.html?cid=1080734
영동축제관광재단,043-745-8916,http://ydft.kr
영동축제관광재단,043-745-8916,http://ydft.kr
영동축제관광재단,043-745-8916,http://ydft.kr
영등포문화재단,02-2670-3128,www.ydp.go.kr www.ydpcf.or.kr
영산포홍어축제추진위원회,061-339-8722,http://www.naju.go.kr/tour/
영암군,061-470-2347,tour.yeongam.go.kr
영암군향토축제추진위원회,061-470-2347,tour.yeongam.go.kr
영암문화원,061-470-2347,tour.yeongam.go.kr
영양군,054-680-6571,영양군청홈페이지 주소
영천동축제위원회,064-760-4653,www.i70ni.com
영천문화예술제 추진위원회,054-330-6937,https://www.yc.go.kr/tour/contents.do?mId=0709030000
영천보현산별빛축제위원회,054-330-6702,https://www.yc.go.kr/toursub/star/
영천시청년연합회,054-336-2727,NULL
영천한약축제추진위원회,054-339-7187,https://www.yc.go.kr/toursub/herb
영흥면내6리 개발위원회,032-899-3814,http://www.ongjin.go.kr/township/index.asp?dept_idx=15
예래생태체험축제위원회,064-760-4841,www.i70ni.com
예산문화원,041-339-7312,NULL
예천세계곤충엑스포추진위원회,054-650-6034,http://www.ycg.kr/open.content/tour/festivals/expo/
예총,02-2680-6871,NULL
오산시,031-8036-7612,http://www.osan.go.kr
오징어축제추진위원회,054-790-6425,http://www.ulleung.go.kr/tour/
옥수수·감자축제 위원회,043-730-4611,NULL
옥천군 농업기술센터친환경농축산과,043-730-3265,https://www.oc.go.kr/grape/index.do
옥천군포도연합회,043-730-3263,www.oc.go.kr/html/grape/
옥천깻잎작목반연합회,043-730-4771,NULL
옥천묘목축제추진위원회,043-730-3593,https://www.oc.go.kr/tree/index.do
옥천참옻축제추진위원회,043-730-3593,NULL
옥천청년회의소,043-730-3402,https://www.oc.go.kr/tour/viewTnTursmResrceU.do?resrceNo=68&sa1=ECB695ECA09CECB2B4ED9798&rcpp=9&key=2529
옥포대첩기념제전위원회,055-639-3393,NULL
온달문화축제추진위원회,043-420-2562,http://ondalfestival.or.kr
온천1·2동한마당축제추진위원회,042-601-6685,NULL
옹진군,NULL,NULL
와일드푸드축제추진위원회,063-290-2622,http://wildfoodfestival.kr
완도장보고수산물축제 추진위원회,061-550-5411,www.wando.go.kr
완주군,063-290-2621,http://www.wanju.go.kr/tour/index.wanju?menuCd=DOM_000000804008000000
외도동주민자치위원회,064-728-4892,NULL
외암민속마을보존회,041-536-8458,http://oeam.co.kr/oeam/skin1/sub_page.php?page_idx=267
욕지개척기념사업위원회,055-650-3580,NULL
용면청년회,061-380-3152,NULL
용수골꽃양귀비축제추진위원회,033-764-4443,NULL
용암산성옥샘문화제추진위원회,053-662-3311,NULL
용역발주 예정,033-257-5827,www.cccf.or.kr
용인문화원,031-324-9600,www.poeun.co.kr
용인문화재단,031-260-3320,www.yicf.or.kr
우도면연합청년회,064-728-4321,NULL
우륵문화제추진위원회,043-847-1565,www.cjart.or.kr
우시산국축제추진위원회,NULL,NULL
우포시조문학관,055-532-8989,NULL
운봉애향회,063-620-3818,http://www.namwon.go.kr/tour/index.do
운봉애향회,063-620-3818,http://www.namwon.go.kr/tour/index.do
운암면 지역발전협의회,063-640-4083,www.옥정호꽃빛.com
울릉문화원,054-791-0245,http://www.ulleungu.co.kr
울산광역시 울주군,052-248-6451,http://www.umff.kr
울산광역시 울주군,052-237-7894,http://www.ulsanonggi.or.kr
울산광역시동구,052-209-3362,http://festival.donggu.ulsan.kr/ship/
울산광역시청,052-259-7916,NULL
울산마두희축제추진위원회,052-244-2007,http://www.ulsanmaduhee.co.kr/2013/main/main.html
울산매일신문사,052-290-3663,NULL
울산쇠부리축제 추진위원회,052-241-8758,www.soeburi.org
울산중구문화원,052-290-3665,NULL
울주문화원,NULL,http://ganjeolgot.ulju.ulsan.kr/gan2014/
울진군축제발전위원회,054-789-5485,http://www.uljin.go.kr/songi
울진군축제발전위원회,054-789-5485,http://www.uljin.go.kr/crab
울진문화원,054-789-6891,NULL
웅진문화회,041-840-8069,NULL
원동매화축제추진위원회,055-392-3232,http://www.yangsanfes.com/
원동청정미나리연구회,055-392-3232,http://tour.yangsan.go.kr/
원주한지문화제위원회,033-734-4739,http://www.wonjuhanji.co.kr/
월정사,033-339-6800,http://www.woljeongsa.org
윤봉길평화축제추진위원회,041-339-7312,www.ybgfestival.kr
은평구,02-351-6514,http://www.ep.go.kr
은평구,02-351-6514,http://www.ep.go.kr
은행2동,NULL,NULL
은행나무마을축제추진위원회,043-830-2513,NULL
음성군,043-871-3142,https://life.eumseong.go.kr/
음성군인삼연합회,043-871-3692,http://www.eumseong.go.kr/tour
음성들깨농촌융복합산업사업단,043-872-5442,NULL
음성문화원,043-872-4084,http://eumseong.kccf.or.kr
의견문화제전위원회,063-642-5292,www.osudog.com
의령군,055-570-2513,http://www.uiryeong.go.kr/tour/index.uiryeong
의성세계연축제집행위원회,054-830-6096,http://tour.usc.go.kr
의성슈퍼푸드마늘축제추진위원회,054-830-6096,http://tour.usc.go.kr
의왕시,031-345-2534,http://uwtrain.net
의왕시,031-345-2534,NULL
의정부문화원,031-828-4242,NULL
의정부시보건소 건강증진과,031-870-6082,https://www.ui4u.go.kr
의정부시청소년재단,031-828-9583,http://www.uiyouth.or.kr
의정부시청소년재단,031-828-9542,http://www.uiyouth.or.kr
의정부시청소년재단,031-828-9545,http://www.uiyouth.or.kr
의정부시청소년재단,031-828-9548,http://www.uiyouth.or.kr
의정부시청소년재단,031-828-9583,http://www.uiyouth.or.kr
의정부예술의전당,031-850-5147,http://www.uac.or.kr
의정부예술의전당,031-850-5147,http://www.uac.or.kr
의정부예술의전당,031-828-5832,http://www.uac.or.kr
의정부외국인노동자지원센터,031-828-4243,NULL
의좋은형제축제추진위원회,041-339-7312,NULL
이담농악보존회,031-860-2063,http://www.ddc.go.kr
이서면 번영회,061-379-5090,NULL
이천백사산수유꽃축제추진위원회,031-631-2104,http://www.2104sansooyou.com
이천시도자기축제추진위원회,031-645-3094,http://www.ceramic.or.kr
이천쌀문화축제추진위원회,031-645-3093,http://www.recefestival.or.kr
이호테우축제위원회,064-742-2501,NULL
이호테우축제위원회,064-742-2501,NULL
이효석문학선양회,033-335-2323,http://www.hyoseok.com
익산문화재단,063-843-8817,http://seodong.iksan.go.Kr
익산시 농업기술센터,063-859-4977,http://gukhwa.iksan.go.kr
인천관광공사,NULL,http://www.culturenight.co.kr/
인천광역시 동구청,032-770-6923,http://www.icdonggu.go.kr/open_content/culture/event/festival.jsp
인천광역시 동구청,032-770-6922,http://www.icdonggu.go.kr/open_content/culture/event/festival.jsp
인천광역시 서구문화원,032-560-5933,http://www.seo.incheon.kr/
인천광역시 연수구청,032-722-7924,http://kcmf.or.kr/comc/incheon
인천시청자미디어센터,032-722-7924,http://kcmf.or.kr/comc/incheon
인천종합어시장사업협동조합,NULL,NULL
인천중구문화원,NULL,http://www.icjg.go.kr/tour/cttu0202a
인천중구문화원,NULL,http://www.icjg.go.kr/tour/cttu0202a
인천중구문화원,NULL,http://www.icjg.go.kr/tour/cttu0202a
일도1동 축제추진위원회,064-728-4412,NULL
임실N치즈축제 제전위원회,063-643-3900,www.imsilfestival.com
임실필봉농악보존회,063-640-2901,www.pilbong.co.kr
임영민속연구회,033-651-0886,NULL
입장거봉포도축제추진위원회(041-521-6847),NULL,NULL
자두체험행사추진위원회,054-830-5195,http://tour.usc.go.kr
장미축제위원회,033-745-0978,NULL
장승축제추진위원회,041-943-4774,http://korean.visitkorea.or.kr/kor/bz15/where/festival/festival.jsp?cid=293475
장승포동,055-639-6751,NULL
장호원농협,031-643-0045,http://www.peachfestival.co.kr
장흥달맞이놀이마당추진위원회,NULL,http://www.ulleung.go.kr/tour/
재단법인 여주세종문화재단,031-881-9692,http://www.yjogoknaru.or.kr
재단법인제천문화재단,043-641-4870,http://www.jccf.or.kr
재단법인제천문화재단,043-641-4870,http://www.jccf.or.kr
전국마라톤협회,033-480-2230,http://www.ygtour.kr/
전농로왕벚꽃축제추진위원회,064-728-2751,NULL
전라남도 곡성군,061-360-8252,http://www.simcheong.com/?r=home&c=4/68/223/287
전라남도 곡성군,061-360-8252,http://www.simcheong.com/?r=home&c=4/68/223/287
전라남도 목포시,061-270-8442,http://www.mokpo.go.kr/tour/festival/yudalsan_spring/info
전라남도 해남군,061-530-5159,www.haenam.go.kr
전라북도 진안군,063-430-2393,www.jinanfestival.com
전민동마을축제추진위원회,042-601-6803,NULL
정왕「본」축제추진위원회,031-310-4517,NULL
정읍시,063-539-5233,NULL
정읍시,063-539-5233,NULL
정읍시,063-539-5162,http://www.jeongeup.go.kr
정읍시구절초축제추진위원회,063-539-6172,http://www.jeongeup.go.kr/culture
제6회 국제전기자동차엑스포 조직위원회,064-702-1580,http://www.ievexpo.org/
제주관광공사,NULL,NULL
제주관광공사,NULL,https://www.noljennoljang.com/
제주관광공사,064-740-6000,NULL
제주관광공사,064-740-6000,NULL
제주도 세계지질공원 트레일위원회,064-750-2291,NULL
제주돌문화공원,064-710-7731,NULL
제주메밀육성사업단,064-792-8245,NULL
제주시관광축제추진협의회,064-728-2753,http://buriburi.go.kr/
제주시관광축제추진협의회,064-728-2751,http://www.jejusi.go.kr/buriburi/main.do
제주시관광축제추진협의회 및 읍면동 주관단체,064-728-2751,NULL
제주유채꽃축제조직위원회,064-787-3966,http://www.jejuflowerfestival.com/
제주유채꽃축제조직위원회,064-760-3946,www.jejuflowerfestival.com
제주특별자치도,064-760-4282,http://www.sunrisefestival.kr/
제주특별자치도,064-740-6000,http://www.facebook.com/jejuwinterfestival
제주특별자치도,064-728-2714,http://blog.daum.net/jepaf
제주특별자치도관광협회,064-741-8781,http://www.jejumarathon.com/InfoOutline01.do
제천국제음악영화제집행위원회,043-646-2242,www.jimff.org
㈜서경방송,055-970-7202,http://www.sancheong.go.kr
㈜엠비씨경남,055-639-4173,NULL
㈜청주방송,043-201-2012,http://www.jazztonicfestival.com/
㈜파라,061-530-5157,NULL
㈜파라,061-530-5158,NULL
중구문화원,052-290-3664,NULL
중구미술협회,053-661-2177,NULL
중랑구,02-2094-1824,http://jungnang.go.kr
중랑구,02-2094-1822,http://www.jungnang.go.kr/seoulRose/
중문마을회,064-760-4824,www.i70ni.com
중원구청 가정복지과,NULL,NULL
증평들노래축제추진위원회,043-835-4142,https://www.jp.go.kr/museum.do
증평문화원,043-835-4143,http://www.jeungpyeongfestival.com/
증평예총,043-835-4152,http://www.artjp.net/
증평인삼골축제추진위원회,043-835-4142,http://tour.jp.go.kr
지곡왕산포서산갯마을축제추진위원회,041-660-2069,http://www.seosan.go.kr/tour
지리산산청곶감축제위원회,055-970-6932,http://www.sancheong.go.kr
지용회,043-730-3402,http://www.okcc.or.kr/gyfestival/
진동계곡산나물축제 추진위원회,033-460-2082,http://www.jindongri.com
진안고원수박축제추진위원회,063-430-2393,www.jinanfestival.com
진안고원운장산고로쇠축제추진위원회,063-430-2393,www.jinanfestival.com
진안홍삼축제추진위원회,063-430-2392,www.jinanfestival.com
진잠주민 화합의 한마당 추진위원회,042-601-6655,NULL
진조크루,032-625-3113,http://bbickorea.com/
진조크루,032-625-3113,http://www.thejinjo.com/
진주남강유등축제제전위원회,055-755-9111,http://www.yudeung.com
진주논개제 제전위원회,055-746-5001,http://jjcc.or.kr/
진해군항제축제위원회,NULL,NULL
차성문화제추진위원회,051-709-4062,http://www.gijang.go.kr/tour/index.gijang
창원서부수협,NULL,NULL
창원시,NULL,NULL
창평면주민자치위원회,061-380-3152,NULL
천년나주목읍성문화축제추진위원회,061-339-8722,http://www.naju.go.kr/tour/
천령문화제위원회,NULL,blog.naver.com/hywm2012
천안문화재단,041-900-7020,http://www.cfac.or.kr/Home/Perf/Fesitival.aspx
천안문화재단,041-900-7020,NULL
천안시호두축제추진위원회,041-521-4701,NULL
천안시호두축제추진위원회(041-521-4701),NULL,NULL
천안예총,041-561-1522,http://www.cheonanart.co.kr/board_KvHe80
천안예총(041-561-1522),NULL,http://www.cheonanart.co.kr/board_KvHe80
첨단1동주민자치위원회,NULL,NULL
청도군,054-370-2377,www.청도반시축제.kr
청도군,054-373-1951,www.coafe.kr
청도군,054-370-2371,www.청도소싸움.kr
청도군,054-372-7640,www.yudeung.net
청산도슬로우걷기축제추진위원회,061-550-5433,www.wando.go.kr
청송군축제추진위원회,054-870-6237,NULL
청수축제위원회,064-722-1303,NULL
청양고추구기자축제추진위원회,041-940-2302,http://www.cheongyang.go.kr/kor.do
청양고추구기자축제추진위원회,041-940-2302,http://www.cygg.kr
청양문화원,041-943-4774,www.cnkccf.or.kr/cheongyang.do
청원생명축제추진위원회,043-201-2238,https://www.cheongju.go.kr/bio/index.do
청정완도 가을빛 여행 추진위원회,061-550-5411,www.wando.go.kr
청주문화산업진흥재단,043-201-2023,NULL
청주문화원,043-201-2012,NULL
청주문화원,043-201-2092,NULL
청주시 공원조성과,043-201-2802,NULL
청천환경문화축제추진위원회,043-830-2532,NULL
청풍면 청년회,061-379-5040,NULL
추자면 축제추진위원회,064-728-4265,NULL
축제조직위,NULL,www.tour.shinan.go.kr
축제조직위,061-240-4051,www.tour.shinan.go.kr
축제조직위,NULL,www.tour.shinan.go.kr
축제조직위,NULL,www.tour.shinan.go.kr
축제조직위,NULL,www.tour.shinan.go.kr
축제조직위,NULL,www.tour.shinan.go.kr
춘장대해수욕장 운영협의회,041-950-4019,http://tour.seocheon.go.kr
춘장대해수욕장 운영협의회,041-950-4019,http://tour.seocheon.go.kr
춘천문화원,033-254-5105,http://www.ccmunhwa.or.kr
춘천문화원,033-254-5105,http://www.ccmunhwa.or.kr
춘천시음악협회,033-259-5830,NULL
춘천예총,033-243-4360,http://www.bomnaeart.com
춘천전국관악경연대회조직위원회,033-259-5830,NULL
춘향제전위원회,063-620-5773,http://www.namwon.go.kr/tour/index.do
출판도시문화재단,031-955-0050,http://www.pajubooksori.kr
충주농산물한마당축제추진위원회,043-850-5721,NULL
충청남도 당진시,041-350-3592,http://tour.dangjin.go.kr
충청북도 보은군청,043-540-3392,http://www.tourboeun.go.kr/prog/tursmCn/tour/sub02_01_01/view.do?cntno=29
칠곡군,054-979-6433,www.chilgokmpf.com
칠곡문화원,054-977-5700,www.chilgokmpf.com
코엑스,02-6000-8121,http://www.cfestival.com/index.html
코엑스,02-6000-1125,http://www.coex.co.kr/?post_type=urbanpark&p=25495
코피플랜,02-2620-3404,http://www.yangcheon.go.kr
크리스마스트리축제 조직위원회,031-860-2278,http://www.ddc.go.kr
크리스마스트리축제위원회,051-888-5221,http://bctf.kr/g5/
태안청년회의소,041-670-2768,NULL
태화강 연등축제조직 위원,052-266-3318,http://www.ubcf.net
퇴촌토마토축제위원회,031-760-4819,https://www.gjcity.go.kr
파주개성인삼추진위원회,031-940-5282,http://tour.paju.go.kr
파주문화원,031-940-4352,http://tour.paju.go.kr
파주장단콩추진위원회,031-940-5281,http://tour.paju.go.kr
팔공산 단풍축제추진위원회,053-982-0471,http://www.palgongsan.org/
팔공산 벚꽃축제추진위원회,053-981-6624,http://www.palgongsan.org/
팔봉산감자축제추진위원회,041-660-2435,http://www.potatofestival.co.kr/
평생학습원,02-2680-2549,NULL
평창더위사냥축제위원회,033-334-2277,http://www.summercamp.kr
평창백일홍축제위원회,033-333-6033,http://www.101hongfestival.co.kr
평창송어축제위원회,033-336-4000,http://www.festival700.or.kr
평택시국제교류재단,031-8024-3292,NULL
포레스트수목원,061-533-7220,www.4est수목원.com
